X,Y,losS_mean,losS_var
1439.3894365509038,3732.6559190934067,0.016536353607688035,8.719914435749169e-06
1451.437629321988,3753.4720031823017,0.016499676966182902,8.771126080523901e-06
1463.4858220930723,3774.2880872711976,0.016466699876957275,8.817046589746798e-06
1475.534014864157,3795.1041713600944,0.016438207979352464,8.857417189885772e-06
1487.5822076352413,3815.9202554489902,0.01641537464904256,8.894340960254147e-06
1499.6304004063254,3836.7363395378866,0.016398276819302497,8.92687745353871e-06
1511.67859317741,3857.552423626782,0.016387061409039984,8.951722159192012e-06
1523.726785948494,3878.3685077156774,0.016382509599638172,8.97282370028336e-06
1535.7749787195785,3899.184591804574,0.016384918212696005,8.987844395372888e-06
1547.8231714906628,3920.00067589347,0.016394727358995984,8.996865764240755e-06
1559.871364261747,3940.8167599823664,0.016411675149485244,9.002541956732834e-06
1571.9195570328318,3961.6328440712623,0.016435751220720496,9.004303615495721e-06
1583.967749803916,3982.448928160158,0.016468312541222677,8.99933860747289e-06
1596.015942575,4003.265012249054,0.016507693600410083,8.992068174899646e-06
